Table S8. Alpha diversity estimates of richness,,,,,,,,,
,,,,,,,,,
Bacterial Sample,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher
Hum.RS.20.16S_S50_L001_R1_001.fastq.gz,219,219,0,219,3.367857739,4.792306188,0.985375225,68.3771208,35.4087026
Hum.RS.21.16S_S51_L001_R1_001.fastq.gz,233,233,0,233,3.627505794,4.808821673,0.983239771,59.66505558,36.9049677
Hum.RS.22.16S_S52_L001_R1_001.fastq.gz,203,203,0,203,3.48819261,4.736428585,0.986164799,72.27939851,31.62177663
Hum.RS.23.16S_S53_L001_R1_001.fastq.gz,180,180,0,180,2.593796017,4.473331882,0.980076473,50.19191578,26.30435983
Hum.RS.24.16S_S54_L001_R1_001.fastq.gz,173,173,0,173,1.976743395,4.641098212,0.983769915,61.61397007,27.91040486
Hum.RS.25.16S_S55_L001_R1_001.fastq.gz,237,237,0,237,3.375263703,4.881502523,0.986161161,72.26039701,37.91712651
Hum.RS.26.16S_S56_L001_R1_001.fastq.gz,235,235,0,235,3.238071399,4.939180337,0.988962239,90.59808438,37.61131188
Hum.RS.27.16S_S57_L001_R1_001.fastq.gz,129,129,0,129,3.299048489,4.405149638,0.982375245,56.73837609,21.64164811
Hum.RS.28.16S_S58_L001_R1_001.fastq.gz,179,179,0,179,2.764499611,4.712063016,0.986410673,73.58716221,29.40986213
Hum.RS.29.16S_S59_L001_R1_001.fastq.gz,156,156,0,156,3.197555156,4.543063308,0.983462848,60.4699056,25.23704464
Hum.RS.3.16S_S33_L001_R1_001.fastq.gz,160,160,0,160,2.75680975,4.720175175,0.987825637,82.13982104,26.61423608
Hum.RS.30.16S_S60_L001_R1_001.fastq.gz,217,217,0,217,3.618946559,4.576227884,0.970041827,33.37987239,34.35797521
Hum.RS.4.16S_S34_L001_R1_001.fastq.gz,173,173,0,173,3.20945136,4.815226681,0.989034421,91.19445501,29.21956762
Hum.RS.5.16S_S35_L001_R1_001.fastq.gz,158,158,0,158,2.755891273,4.491180117,0.982497964,57.13620987,24.2978016
Hum.RS.6.16S_S36_L001_R1_001.fastq.gz,171,171,0,171,2.591032669,4.789329481,0.988429846,86.42927108,28.30483492
Hum.RS.7.16S_S37_L001_R1_001.fastq.gz,328,328,0,328,3.113699078,5.398927503,0.993571865,155.5661085,53.55188062
Hum.RS.8.16S_S38_L001_R1_001.fastq.gz,149,149,0,149,3.054318101,4.548653344,0.983096343,59.15879508,24.35369839
Hum.RS.9.16S_S39_L001_R1_001.fastq.gz,106,106,0,106,2.379154757,4.333973446,0.982306436,56.51772603,17.97636842
,,,,,,,,,
Fungal Samples,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher
X1A.BS.1.ITS1_S61_L001_R1_001.fastq.gz,106,115.1666667,7.380569581,110.8131982,5.163694126,2.805441634,0.851948213,6.754393313,17.9887412
X1A.ES.2.ITS1_S126_L001_R1_001.fastq.gz,28,28,0,28,1.8516402,1.784862033,0.668932544,3.020532472,3.754812721
X1A.ES.ITS1_S83_L001_R1_001.fastq.gz,48,48,0.164921418,48.3089752,3.249264813,2.576428056,0.854269775,6.86199449,7.026901317
X1A.RS.ITS1_S72_L001_R1_001.fastq.gz,89,96.85714286,6.334737625,95.62054772,4.82824621,2.650026702,0.852069728,6.759941594,14.58601486
X1B.BS.1.ITS1_S62_L001_R1_001.fastq.gz,84,84.375,0.826255752,85.06641873,4.579626253,2.7486702,0.869474036,7.661310942,13.61286451
X1B.BS.2.ITS1_S97_L001_R1_001.fastq.gz,30,30.5,1.291920035,30.49623559,2.448708905,1.299720311,0.612652118,2.581658626,4.06646917
X1B.ES.ITS1_S84_L001_R1_001.fastq.gz,39,39.5,1.29354532,40.12675386,2.433280019,2.578387303,0.878795882,8.250544731,5.513810062
X1B.RS.ITS1_S73_L001_R1_001.fastq.gz,79,82.27272727,3.086391228,85.73100915,4.594477941,3.154841739,0.932985231,14.92208377,12.65293106
X1C.BS.1.ITS1_S63_L001_R1_001.fastq.gz,103,106.4615385,3.106220578,108.2815862,5.138032723,2.731939541,0.861433609,7.216757225,17.37804318
X1C.BS.2.ITS1_S98_L001_R1_001.fastq.gz,69,78.1,6.483418119,78.43790747,4.190640536,1.547542772,0.661514509,2.954336378,10.77445758
X1C.ES.ITS1_S85_L001_R1_001.fastq.gz,60,61,1.449307353,62.96403087,3.909009354,2.667476404,0.883109633,8.555024908,9.133846419
X1C.RS.ITS1_S74_L001_R1_001.fastq.gz,55,55.25,0.735663793,55.67462423,3.661495453,2.659203789,0.888184568,8.943309367,8.244261753
X1D.BS.2.ITS1_S99_L001_R1_001.fastq.gz,121,129,5.248871863,131.4174308,5.570925678,3.048103495,0.909121373,11.00368734,21.10477603
X1D.ES.2.ITS1_S129_L001_R1_001.fastq.gz,72,79.5,6.350381859,78.71182342,4.344968367,2.966329469,0.919936615,12.49010399,11.33204366
X1D.RS.2.ITS1_S111_L001_R1_001.fastq.gz,75,76.25,1.732064672,76.73217704,4.304639341,2.36888743,0.809372781,5.245840576,11.89478324
X1E.BS.2.ITS1_S100_L001_R1_001.fastq.gz,109,123.4375,8.145857612,126.2073873,5.541248583,2.159718202,0.74819716,3.971361082,18.6036807
X1E.RS.2.ITS1_S112_L001_R1_001.fastq.gz,87,95.75,6.03990185,98.34986844,4.901160352,2.924240786,0.919585988,12.4356437,14.19519393
X1F.ES.2.ITS1_S131_L001_R1_001.fastq.gz,62,62,0.09919027,62.2689278,3.753212692,2.613806279,0.86512374,7.414203192,9.494144218
X1F.RS.2.ITS1_S113_L001_R1_001.fastq.gz,90,107,10.99230761,100.8496362,4.805489549,2.82828566,0.909969988,11.10740718,14.78219677
X2A.BS.1.ITS1_S64_L001_R1_001.fastq.gz,134,142.55,5.317285954,145.7104144,5.912392758,3.286568649,0.919757396,12.4622078,23.88624732
X2A.BS.2.ITS1_S102_L001_R1_001.fastq.gz,228,253.1071429,10.72224505,252.4931752,7.71720289,3.999811898,0.962100402,26.3855044,45.98322214
X2A.ES.2.ITS1_S132_L001_R1_001.fastq.gz,61,65.66666667,4.489942665,66.33471933,3.988703556,2.672346619,0.892038012,9.262519309,9.31368234
X2A.ES.ITS1_S86_L001_R1_001.fastq.gz,53,53,0.165086852,53.27889706,3.614679986,2.840338741,0.918657136,12.29364141,7.893022882
X2A.RS.2.ITS1_S114_L001_R1_001.fastq.gz,108,123.3,9.56269886,121.6363057,5.494197318,3.026500309,0.890327101,9.118022824,18.39823309
X2A.RS.ITS1_S75_L001_R1_001.fastq.gz,40,40,0.493710441,40.43442691,2.248300139,2.574934595,0.855721325,6.931031236,5.678848284
X2B.BS.2.ITS1_S103_L001_R1_001.fastq.gz,231,244.5,6.839696645,245.3405468,7.534662254,4.065486006,0.959372544,24.6138968,46.74131971
X2B.ES.ITS1_S87_L001_R1_001.fastq.gz,41,41.5,1.293810567,41.66123658,2.997546826,2.852276606,0.925834083,13.48328233,5.844682504
X2B.RS.2.ITS1_S115_L001_R1_001.fastq.gz,131,138.5833333,5.448331653,138.2008271,5.728671744,3.342576182,0.91559645,11.84784285,23.23790437
X2B.RS.ITS1_S76_L001_R1_001.fastq.gz,52,53,2.329061678,52.49995224,2.929440528,3.022416272,0.927089799,13.71550186,7.718415058
X2C.BS.1.ITS1_S66_L001_R1_001.fastq.gz,139,141.5714286,2.515113469,142.8679816,5.91909343,3.475520137,0.932866462,14.89568438,24.97526505
X2C.BS.2.ITS1_S104_L001_R1_001.fastq.gz,176,194.0967742,8.247343775,200.0970103,6.811791681,3.262138781,0.92133084,12.71146156,33.34800639
X2C.ES.ITS1_S88_L001_R1_001.fastq.gz,68,70.14285714,2.530120379,71.05058065,4.181408385,2.542610901,0.857637964,7.024344633,10.58976088
X2C.RS.ITS1_S77_L001_R1_001.fastq.gz,32,32,0,32,1.870828693,2.509736884,0.877237396,8.145803128,4.381913642
X2D.BS.1.ITS1_S67_L001_R1_001.fastq.gz,151,174.1,13.14355775,166.6284473,6.362970008,3.896793996,0.963858651,27.66913866,27.63109503
X2D.BS.2.ITS1_S105_L001_R1_001.fastq.gz,125,134,5.705300786,137.3104607,5.820195262,3.365308928,0.936049562,15.63710951,21.95280152
X2D.ES.ITS1_S89_L001_R1_001.fastq.gz,43,44,2.325745237,43.59143394,2.777705537,2.166568182,0.769858793,4.345158403,6.178693446
X2D.RS.ITS1_S78_L001_R1_001.fastq.gz,61,63.5,3.158384666,63.48142728,3.895617275,2.350412007,0.837303385,6.146409362,9.31368234
X2E.BS.2.ITS1_S106_L001_R1_001.fastq.gz,192,200.6363636,5.251837784,201.6345466,6.909648602,3.79378908,0.949198817,19.6845808,37.13174151
X2E.ES.2.ITS1_S136_L001_R1_001.fastq.gz,53,55.5,3.157823118,55.87701828,3.457651037,2.6155325,0.888231669,8.947078191,7.893022882
X2F.BS.2.ITS1_S107_L001_R1_001.fastq.gz,147,162,8.656198708,161.7279824,6.367949321,3.312577146,0.903854012,10.40084999,26.73928665
X3A.BS.1.ITS1_S68_L001_R1_001.fastq.gz,65,69,3.888949451,70.4661854,4.151464433,2.333231165,0.796912899,4.923995651,10.03923098
X3A.BS.2.ITS1_S108_L001_R1_001.fastq.gz,102,110.5714286,5.748388624,112.5899668,5.227451303,2.76380423,0.877083077,8.135576249,17.17542979
X3A.ES.ITS1_S90_L001_R1_001.fastq.gz,30,30,0,30,2.422120283,1.91200945,0.783139929,4.611268434,4.06646917
X3A.RS.ITS1_S79_L001_R1_001.fastq.gz,62,62.42857143,0.91241396,63.20708476,3.945482702,2.369587713,0.817505846,5.479627588,9.494144218
X3B.BS.1.ITS1_S69_L001_R1_001.fastq.gz,90,103,9.632927114,97.13981983,4.802248634,2.772545517,0.866735527,7.503875374,14.78219677
X3B.BS.2.ITS1_S109_L001_R1_001.fastq.gz,132,138.9545455,4.52092195,143.0560307,5.800983941,2.824514444,0.842384615,6.344558321,23.45359314
X3B.ES.ITS1_S91_L001_R1_001.fastq.gz,68,71.5,3.660277332,72.88638506,3.684288212,2.978201317,0.89858168,9.860151545,10.58976088
X3B.RS.2.ITS1_S121_L001_R1_001.fastq.gz,97,107,6.656748853,108.1093751,5.148691933,2.675553031,0.851744568,6.745115419,16.16960965
X3B.RS.ITS1_S80_L001_R1_001.fastq.gz,108,117.75,7.200743159,115.0674764,5.115719234,3.375363047,0.932152142,14.73885882,18.39823309
X3C.BS.1.ITS1_S70_L001_R1_001.fastq.gz,77,78.5,1.874812092,79.98637364,4.446549279,2.617571804,0.843566249,6.39248238,12.27275162
X3C.ES.ITS1_S92_L001_R1_001.fastq.gz,55,55.6,1.185085372,56.3514057,3.557483943,2.663270664,0.883129183,8.556456003,8.244261753
X3C.RS.2.ITS1_S122_L001_R1_001.fastq.gz,118,121.5,3.444395441,121.5043907,5.44371947,3.555546601,0.946960757,18.85396455,20.47340303
X3C.RS.ITS1_S81_L001_R1_001.fastq.gz,85,86.5,1.874875718,88.12723614,4.558197671,3.026041796,0.895808331,9.597696371,13.80644998
X3D.BS.1.ITS1_S71_L001_R1_001.fastq.gz,91,92.5,2.230716919,92.40219055,4.566219018,3.378509811,0.942955834,17.53027655,14.97888915
X3D.ES.ITS1_S93_L001_R1_001.fastq.gz,50,52,2.880823719,51.6368386,3.394560181,2.423002583,0.842105988,6.333362414,7.371259169
X3D.RS.ITS1_S82_L001_R1_001.fastq.gz,100,101.875,2.256504808,102.9193972,4.832388653,3.478056581,0.942953467,17.52954922,16.77164537
X3E.RS.2.ITS1_S124_L001_R1_001.fastq.gz,69,69.375,0.826170565,70.12776709,4.15748849,2.47913945,0.848525775,6.601783247,10.77445758
CI.BS.1.ITS_S261_L001_R1_001.fastq.gz,110,125.1111111,9.73384037,120.940711,5.423080926,3.262105049,0.932246391,14.75936128,18.80959336
CI.BS.10.ITS_S270_L001_R1_001.fastq.gz,133,134.0714286,1.439777176,135.3756102,5.654331496,3.945059215,0.968257515,31.50351945,23.66970792
CI.BS.11.ITS_S271_L001_R1_001.fastq.gz,123,125.3333333,2.553221295,125.7243175,5.40483015,3.746249311,0.95419697,21.83261695,21.52790931
CI.BS.12.ITS_S272_L001_R1_001.fastq.gz,123,124.4285714,1.934492823,124.7389248,5.500168667,3.589009688,0.946781633,18.79050521,21.52790931
CI.BS.13.ITS_S273_L001_R1_001.fastq.gz,66,66,0.248098832,66.20309485,3.197151607,3.270713802,0.935904379,15.60168978,10.22214281
CI.BS.14.ITS_S274_L001_R1_001.fastq.gz,144,153.5454545,6.566893405,152.115467,6.142855996,3.782747365,0.956160521,22.81048991,26.07469581
CI.BS.15.ITS_S275_L001_R1_001.fastq.gz,122,125.2727273,3.086728681,125.6748906,5.509382408,3.507394225,0.94381903,17.79962134,21.31612199
CI.BS.16.ITS_S276_L001_R1_001.fastq.gz,93,95,2.584854674,94.9158306,4.564052379,3.095746004,0.870212923,7.70492736,15.37379412
CI.BS.17.ITS_S277_L001_R1_001.fastq.gz,140,157,10.99368304,149.1957686,6.026571089,3.423141929,0.920467456,12.57346924,25.19432334
CI.BS.18.ITS_S278_L001_R1_001.fastq.gz,145,160.5454545,9.445998944,155.6134268,6.11788572,3.460860963,0.929437065,14.17174613,26.29581751
CI.BS.19.ITS_S279_L001_R1_001.fastq.gz,92,98.11111111,4.975422678,98.36950886,4.908071281,3.031654722,0.912543527,11.43425937,15.17608918
CI.BS.2.ITS_S262_L001_R1_001.fastq.gz,98,101.6,3.355956246,102.3899446,4.953217091,3.140535135,0.919937183,12.49019261,16.36979959
CI.BS.20.ITS_S280_L001_R1_001.fastq.gz,117,120.75,3.329741233,122.4832753,5.479613745,3.589219794,0.953134438,21.33762948,20.26383935
CI.BS.21.ITS_S281_L001_R1_001.fastq.gz,117,128,8.876087081,122.2629547,5.452004491,3.386652081,0.93454097,15.27673121,20.26383935
CI.BS.22.ITS_S282_L001_R1_001.fastq.gz,132,135.75,3.329814292,136.6004248,5.758123055,3.394664565,0.925479006,13.41903731,23.45359314
CI.BS.23.ITS_S283_L001_R1_001.fastq.gz,98,101,2.751053404,103.5934038,4.991006936,2.890752455,0.863862391,7.345508739,16.36979959
CI.BS.24.ITS_S284_L001_R1_001.fastq.gz,123,125,2.135358308,126.3045298,5.551609378,3.586714346,0.954064047,21.76944075,21.52790931
CI.BS.25.ITS_S285_L001_R1_001.fastq.gz,144,150.5,4.723767001,150.5831755,6.023173895,3.416032385,0.919438012,12.4128019,26.07469581
CI.BS.26.ITS_S286_L001_R1_001.fastq.gz,118,135.7692308,10.01636253,135.7276156,5.847819142,3.191928626,0.914519763,11.69861057,20.47340303
CI.BS.27.ITS_S287_L001_R1_001.fastq.gz,118,124,4.699075617,123.7469912,5.401128303,3.277587517,0.920306414,12.5480613,20.47340303
CI.BS.28.ITS_S288_L001_R1_001.fastq.gz,159,165.5,4.881213172,164.675232,6.307370438,3.740592406,0.94789174,19.1908153,29.43394041
CI.BS.29.ITS_S289_L001_R1_001.fastq.gz,134,137.2142857,2.915755476,138.5588585,5.8243979,3.35047594,0.877793467,8.182868617,23.88624732
CI.BS.3.ITS_S263_L001_R1_001.fastq.gz,151,155.5882353,3.574849783,157.6571213,6.214363391,3.692674022,0.94713955,18.91773539,27.63109503
CI.BS.30.ITS_S290_L001_R1_001.fastq.gz,84,86,2.883168656,85.55108842,4.143668676,3.307751654,0.926460402,13.59811628,13.61286451
CI.BS.4.ITS_S264_L001_R1_001.fastq.gz,100,102.3333333,2.42311915,103.5236117,4.985677852,2.893958474,0.891339598,9.202984512,16.77164537
CI.BS.5.ITS_S265_L001_R1_001.fastq.gz,145,154.75,7.201324877,151.476869,5.980029536,3.921327543,0.964774533,28.38855159,26.29581751
CI.BS.6.ITS_S266_L001_R1_001.fastq.gz,162,169.3333333,5.676649544,167.2510159,6.355576288,3.900978534,0.95377316,21.63245411,30.1165292
CI.BS.7.ITS_S267_L001_R1_001.fastq.gz,120,123,3.182883124,122.4946186,5.456750997,3.681388455,0.957125964,23.32413985,20.89387309
CI.BS.8.ITS_S268_L001_R1_001.fastq.gz,111,113.1428571,2.530698275,113.5148098,4.886569714,3.861197615,0.967856757,31.11073803,19.01596907
CI.BS.9.ITS_S269_L001_R1_001.fastq.gz,84,84,0.09940298,84.34968494,3.757043446,3.405028495,0.926233278,13.55624832,13.61286451
CI.ES.11.ITS_S316_L001_R1_001.fastq.gz,95,98.5,3.660990068,98.79927902,4.706030783,3.431379808,0.944150485,17.90525851,15.77070795
CI.ES.12.ITS_S317_L001_R1_001.fastq.gz,106,111.1428571,4.651326899,110.5879242,5.154255364,3.494040161,0.949998296,19.99931837,17.9887412
CI.ES.13.ITS_S318_L001_R1_001.fastq.gz,67,70,3.417517896,70.17848598,3.869185909,2.86445015,0.90928568,11.02361794,10.40565439
CI.ES.14.ITS_S319_L001_R1_001.fastq.gz,124,126.1538462,2.268081132,127.7456497,5.581960357,3.674879142,0.941512189,17.09757963,21.74013636
CI.ES.15.ITS_S320_L001_R1_001.fastq.gz,139,144.25,5.373003917,141.2718372,5.602700298,3.891492739,0.962250746,26.49058941,24.97526505
CI.ES.16.ITS_S321_L001_R1_001.fastq.gz,49,49.25,0.735517425,49.77582683,3.414924821,2.606961002,0.870406391,7.716429877,7.198726476
CI.ES.17.ITS_S322_L001_R1_001.fastq.gz,99,103,3.889752735,102.611407,4.843925355,3.160146623,0.916339692,11.95309971,16.57047897
CI.ES.18.ITS_S323_L001_R1_001.fastq.gz,98,116.2,13.15445923,106.3942263,5.078681567,3.163151445,0.927709822,13.83313798,16.36979959
CI.ES.19.ITS_S324_L001_R1_001.fastq.gz,71,71.375,0.826183992,72.04181858,4.199344085,2.817021001,0.891499361,9.216535577,11.14560339
CI.ES.2.ITS_S313_L001_R1_001.fastq.gz,40,41.5,2.22843582,43.50302843,3.073879971,2.1156329,0.756535195,4.107369856,5.678848284
CI.ES.20.ITS_S325_L001_R1_001.fastq.gz,91,92.25,1.732208945,92.98919611,4.678837103,3.382929405,0.940891219,16.91796011,14.97888915
CI.ES.21.ITS_S326_L001_R1_001.fastq.gz,79,79.375,0.826230935,80.27930317,4.148286768,2.946030186,0.899938414,9.993845211,12.65293106
CI.ES.22.ITS_S327_L001_R1_001.fastq.gz,70,76.875,5.564420036,78.66079812,4.460635815,3.106558652,0.941048757,16.96317085,10.95973991
CI.ES.23.ITS_S328_L001_R1_001.fastq.gz,53,53.2,0.620739312,53.69851107,3.500866322,2.634220519,0.85365245,6.833049122,7.893022882
CI.ES.24.ITS_S329_L001_R1_001.fastq.gz,79,81.14285714,2.530326528,81.68443004,4.428301607,2.799758672,0.873344899,7.895457785,12.65293106
CI.ES.25.ITS_S330_L001_R1_001.fastq.gz,95,95.42857143,0.912644344,96.02116819,4.724354241,3.379008304,0.938884781,16.36253649,15.77070795
CI.ES.26.ITS_S331_L001_R1_001.fastq.gz,60,60,0.495815826,60.25138889,2.85112928,2.994514923,0.915278438,11.80337065,9.133846419
CI.ES.27.ITS_S332_L001_R1_001.fastq.gz,52,61,8.039987154,62.12365591,3.755060783,2.65293239,0.882074793,8.479951188,7.718415058
CI.ES.29.ITS_S333_L001_R1_001.fastq.gz,64,64.5,1.29567707,64.55275317,3.717310921,2.399179867,0.82868871,5.837326894,9.856923848
CI.ES.3.ITS_S314_L001_R1_001.fastq.gz,108,112.6666667,4.491418429,110.8653493,5.148947192,3.414368857,0.938656994,16.30177695,18.39823309
CI.ES.30.ITS_S334_L001_R1_001.fastq.gz,65,68,3.417429374,67.96786588,3.978183468,2.768719639,0.891332497,9.202383167,10.03923098
CI.ES.7.ITS_S315_L001_R1_001.fastq.gz,97,103.1111111,4.975505348,103.3053312,5.037542485,3.278906518,0.93496213,15.37565733,16.16960965
CI.RS.11.ITS_S294_L001_R1_001.fastq.gz,95,95.90909091,1.346539141,96.92576532,4.773437778,3.189060219,0.920376426,12.55909463,15.77070795
CI.RS.12.ITS_S295_L001_R1_001.fastq.gz,105,108.2727273,3.08662731,108.8805674,5.158639761,3.316168257,0.932594604,14.83560742,17.78470107
CI.RS.13.ITS_S296_L001_R1_001.fastq.gz,78,78,0.082797422,78.31736459,4.290268497,2.928743065,0.884800852,8.680619761,12.46256682
CI.RS.14.ITS_S297_L001_R1_001.fastq.gz,134,143.1,6.484580641,141.1039965,5.815300383,3.707226272,0.957344899,23.44385516,23.88624732
CI.RS.15.ITS_S298_L001_R1_001.fastq.gz,108,108.5,0.926809028,109.5692717,5.117385287,3.553825695,0.945995882,18.5171063,18.39823309
CI.RS.16.ITS_S299_L001_R1_001.fastq.gz,29,29,0,NA,NA,2.971162857,0.933722509,15.08807867,3.910157589
CI.RS.17.ITS_S300_L001_R1_001.fastq.gz,98,101,4.175897366,99.21396228,4.719684041,3.519846516,0.947401704,19.0120228,16.36979959
CI.RS.18.ITS_S301_L001_R1_001.fastq.gz,56,56.5,1.295200466,56.53525882,3.485121646,2.865489677,0.87618542,8.076593249,8.420878891
CI.RS.2.ITS_S291_L001_R1_001.fastq.gz,94,97.5,3.44413695,97.84165232,4.909692754,2.71973708,0.839297183,6.222666294,15.57200126
CI.RS.20.ITS_S303_L001_R1_001.fastq.gz,83,86.5,3.660728244,86.23173565,4.475383245,3.339316146,0.94504942,18.1981701,13.41980758
CI.RS.21.ITS_S304_L001_R1_001.fastq.gz,74,77.5,3.443799214,78.79130891,4.342759069,2.743420173,0.887954793,8.924969,11.70663769
CI.RS.22.ITS_S305_L001_R1_001.fastq.gz,87,90.6,3.35583943,91.57891323,4.671443445,3.250511957,0.936611219,15.77566224,14.19519393
CI.RS.23.ITS_S306_L001_R1_001.fastq.gz,94,100.1111111,4.975456737,99.68948204,4.889609871,3.163293594,0.936988071,15.8700109,15.57200126
CI.RS.24.ITS_S307_L001_R1_001.fastq.gz,82,83.5,2.230516944,83.59450079,4.281801049,2.935543405,0.86687271,7.511607879,13.22728243
CI.RS.25.ITS_S308_L001_R1_001.fastq.gz,84,84.2,0.621060315,84.43927347,4.439718687,3.430350416,0.950034414,20.01377516,13.61286451
CI.RS.26.ITS_S309_L001_R1_001.fastq.gz,72,75.11111111,3.100694581,77.97609247,4.299632447,2.748995619,0.886609373,8.819071069,11.33204366
CI.RS.27.ITS_S310_L001_R1_001.fastq.gz,54,56,2.881247525,55.43678626,3.632201844,2.388996294,0.848354698,6.59433552,8.068307469
CI.RS.29.ITS_S311_L001_R1_001.fastq.gz,105,114.1666667,7.380538794,110.6707393,5.175048454,3.0870999,0.89341174,9.381896249,17.78470107
CI.RS.3.ITS_S292_L001_R1_001.fastq.gz,147,152.3529412,3.970462777,153.672608,6.115529454,3.904746885,0.965314225,28.83026243,26.73928665
CI.RS.30.ITS_S312_L001_R1_001.fastq.gz,86,87.5,1.776712002,89.56121105,4.676634846,2.896025029,0.891034036,9.177177522,14.00056082
CI.RS.7.ITS_S293_L001_R1_001.fastq.gz,75,75.25,0.735983011,75.78359344,3.529520637,3.530705234,0.957299882,23.41913884,11.89478324
Hum.BS.1.ITS_S169_L001_R1_001.fastq.gz,145,149.2307692,3.560058168,149.4943782,6.010416159,3.777116302,0.953790485,21.64056482,26.29581751
Hum.BS.10.ITS_S178_L001_R1_001.fastq.gz,77,77.5,1.296241465,77.51155007,3.404574644,3.351873277,0.94004213,16.67837772,12.27275162
Hum.BS.11.ITS_S179_L001_R1_001.fastq.gz,142,144.8125,2.607629181,146.375369,5.963016812,3.491036957,0.939250935,16.46115868,25.63368424
Hum.BS.12.ITS_S180_L001_R1_001.fastq.gz,89,93.2,4.339003762,92.47722886,4.741913371,2.798086815,0.859277207,7.106169366,14.58601486
Hum.BS.13.ITS_S181_L001_R1_001.fastq.gz,103,108.1428571,4.651275984,108.4155073,5.120165093,3.155365998,0.910570888,11.18204098,17.37804318
Hum.BS.14.ITS_S182_L001_R1_001.fastq.gz,118,127.75,7.200933614,124.4742115,5.450838317,3.233778297,0.915827976,11.88043196,20.47340303
Hum.BS.15.ITS_S183_L001_R1_001.fastq.gz,108,113.1428571,4.651359343,112.320133,5.214076854,2.95530504,0.858063716,7.045414827,18.39823309
Hum.BS.16.ITS_S184_L001_R1_001.fastq.gz,129,129.8571429,1.394927398,130.3143368,5.246676119,4.039899324,0.969800663,33.11330943,22.80781069
Hum.BS.18.ITS_S186_L001_R1_001.fastq.gz,161,161.7692308,1.187420563,162.4811946,6.286911655,4.159934621,0.973464852,37.6858649,29.88860776
Hum.BS.19.ITS_S187_L001_R1_001.fastq.gz,150,154.7142857,3.779088798,155.3116245,6.120816374,3.334725936,0.879066604,8.269014427,27.40753706
Hum.BS.2.ITS_S170_L001_R1_001.fastq.gz,117,120.5,3.444386727,119.5511143,5.345780539,3.337251422,0.931037444,14.50062258,20.26383935
Hum.BS.21.ITS_S189_L001_R1_001.fastq.gz,160,164.5833333,3.82172938,164.385898,6.311865564,3.990435992,0.960593373,25.37644225,29.66107783
Hum.BS.22.ITS_S190_L001_R1_001.fastq.gz,110,111.6666667,2.0443454,112.1889477,5.193134064,3.242643787,0.901962178,10.20014495,18.80959336
Hum.BS.23.ITS_S191_L001_R1_001.fastq.gz,123,140.1428571,11.46668151,133.0040262,5.624071633,3.521081562,0.944880142,18.14228187,21.52790931
Hum.BS.24.ITS_S192_L001_R1_001.fastq.gz,111,112.25,1.621313311,113.3108921,5.27443674,3.399223653,0.941022154,16.95551915,19.01596907
Hum.BS.25.ITS_S193_L001_R1_001.fastq.gz,164,171.3333333,5.67666287,169.1761113,6.330426966,4.14349022,0.971590533,35.19953345,30.5735427
Hum.BS.26.ITS_S194_L001_R1_001.fastq.gz,129,135.4285714,5.466959658,132.678737,5.623392019,3.688854657,0.951760899,20.73007141,22.80781069
Hum.BS.27.ITS_S195_L001_R1_001.fastq.gz,120,125.0769231,4.036315029,125.478286,5.46680714,3.068433202,0.873436734,7.90118673,20.89387309
Hum.BS.28.ITS_S196_L001_R1_001.fastq.gz,173,176.9565217,3.070750795,180.3081362,6.672484419,3.963145836,0.961082414,25.69532461,32.64923106
Hum.BS.29.ITS_S197_L001_R1_001.fastq.gz,140,145.5,4.51017559,144.9267352,5.877355919,3.713445379,0.944173964,17.9127891,25.19432334
Hum.BS.3.ITS_S171_L001_R1_001.fastq.gz,132,136.5,3.916744602,137.4684633,5.715460937,3.738967467,0.954546698,22.00060196,23.45359314
Hum.BS.30.ITS_S198_L001_R1_001.fastq.gz,180,187,4.90515632,186.7787273,6.727127258,4.266964861,0.976402888,42.37806652,34.28498694
Hum.BS.4.ITS_S172_L001_R1_001.fastq.gz,133,135.7692308,2.675645657,136.1664285,5.7055625,3.269909012,0.902830296,10.29127349,23.66970792
Hum.BS.5.ITS_S173_L001_R1_001.fastq.gz,161,172.3333333,7.298618747,169.3757473,6.355427822,3.913678816,0.956550438,23.01519166,29.88860776
Hum.BS.6.ITS_S174_L001_R1_001.fastq.gz,163,168,4.133209337,167.0612082,6.382603013,3.718112246,0.936856379,15.83691241,30.34484117
Hum.BS.7.ITS_S175_L001_R1_001.fastq.gz,164,168.5882353,3.574879273,169.3074159,6.387840817,3.857201278,0.958244402,23.94888486,30.5735427
Hum.BS.8.ITS_S176_L001_R1_001.fastq.gz,115,118.5,3.661308577,117.3118949,5.339038257,2.925489916,0.83644213,6.114043923,19.84606352
Hum.BS.9.ITS_S177_L001_R1_001.fastq.gz,112,113.2,1.840321066,113.1067757,5.259042895,3.169954784,0.869550959,7.665828657,19.22280586
Hum.ES.1.ITS_S229_L001_R1_001.fastq.gz,90,95.25,5.371415632,93.25413223,4.592937255,3.177220604,0.909960047,11.10618087,14.78219677
Hum.ES.10.ITS_S238_L001_R1_001.fastq.gz,135,137.3333333,2.423262289,138.7249723,5.761709925,3.759302241,0.955385562,22.41426874,24.10320992
